Customer_ID,Customer_Surname,Bank_Join_Date,Credit_Score,Country,Gender,Age,Tenure_Years,Account_Balance,Number_Of_Products,Has_Credit_Card,Active_Status,Estimated_Salary_EUR,Churn_Status
15739292,Gorshkov,01-09-2017,609,Germany,Male,31,6,103837.75,1,credit card holder,Active Member,150218.11,Retain
15671032,He,04-01-2019,760,Germany,Male,42,4,77992.97,2,credit card holder,Active Member,97906.38,Retain
15568046,Izuchukwu,12-03-2019,809,France,Male,24,4,109558.36,1,credit card holder,Inactive Member,183515.13,Retain
15647295,Chin,05-09-2018,426,France,Male,34,5,0.0,2,credit card holder,Inactive Member,107876.91,Retain
15699486,Johnson,08-04-2016,745,Spain,Male,34,7,132944.53,1,credit card holder,Active Member,31802.92,Retain
15650322,Grigoryeva,14-09-2019,701,France,Female,34,4,105588.66,1,non credit card holder,Active Member,74694.41,Retain
15713370,Hunter,19-06-2019,657,Spain,Male,36,4,188241.05,2,non credit card holder,Inactive Member,183058.51,Exit
15593501,Graham,18-02-2017,493,France,Female,36,6,148667.81,2,credit card holder,Inactive Member,56092.51,Retain
15683403,Lombardi,19-02-2019,611,Spain,Male,52,4,0.0,1,non credit card holder,Active Member,73585.18,Exit
15754849,Tyler,14-12-2016,776,Germany,Female,32,6,109421.13,2,credit card holder,Active Member,126517.46,Retain
15648032,Young,02-01-2019,588,Spain,Male,37,4,0.0,2,non credit card holder,Active Member,187816.59,Retain
15813034,Martin,09-11-2017,727,Spain,Male,38,5,62276.99,1,credit card holder,Active Member,59280.79,Retain
15590094,Nwachukwu,08-05-2018,613,Germany,Male,38,5,126265.88,2,non credit card holder,Inactive Member,15859.95,Retain
15626040,McDonald,17-09-2016,793,Spain,Male,63,7,0.0,2,non credit card holder,Active Member,27166.75,Retain
15665168,Calabrese,29-11-2017,681,Germany,Female,44,5,105206.7,2,credit card holder,Active Member,163558.36,Retain
15736302,McKay,28-09-2017,687,France,Male,48,5,0.0,2,credit card holder,Active Member,170893.85,Retain
15710390,Uspensky,17-10-2016,655,France,Female,39,6,94631.26,2,credit card holder,Active Member,148948.52,Retain
15641662,Enticknap,20-11-2019,470,Germany,Male,39,3,117469.91,2,non credit card holder,Inactive Member,63705.9,Retain
